Country,City,Prefix,Included channels,Setup price,Monthly price
United States,Grove Hill,1-251,2,5.00,5.00
United States,Huxford,1-251,0,1.20,1.20
United States,Huxford,1-251,2,5.00,5.00
United States,Irvington,1-251,0,1.20,1.20
United States,Irvington,1-251,2,5.00,5.00
United States,McCullough,1-251,0,1.20,1.20
United States,McCullough,1-251,2,5.00,5.00
United States,McIntosh,1-251,0,1.20,1.20
United States,McIntosh,1-251,2,5.00,5.00
United States,Melvin,1-251,0,1.20,1.20
United States,Melvin,1-251,2,5.00,5.00
United States,Mount Vernon,1-251,0,1.20,1.20
United States,Mount Vernon,1-251,2,5.00,5.00
United States,Peterman,1-251,0,1.20,1.20
United States,Peterman,1-251,2,5.00,5.00
United States,Pine Apple,1-251,0,1.20,1.20
United States,Pine Apple,1-251,2,5.00,5.00
United States,Repton,1-251,0,1.20,1.20
United States,Repton,1-251,2,5.00,5.00
United States,Uriah,1-251,0,1.20,1.20
United States,Uriah,1-251,2,5.00,5.00
United States,Altamont,1-518,0,1.20,1.20
United States,Altamont,1-518,2,5.00,5.00
United States,Bolton Landing,1-518,0,1.20,1.20
United States,Bolton Landing,1-518,2,5.00,5.00
United States,Brainardsville,1-518,0,1.20,1.20
United States,Brainardsville,1-518,2,5.00,5.00
United States,Cairo,1-518,0,1.20,1.20
United States,Cairo,1-518,2,5.00,5.00
United States,Cambridge,1-518,0,1.20,1.20
United States,Cambridge,1-518,2,5.00,5.00
United States,Hudson,1-518,0,1.20,1.20
United States,Hudson,1-518,2,5.00,5.00
United States,Lake Placid,1-518,0,1.20,1.20
United States,Lake Placid,1-518,2,5.00,5.00
United States,Lyon Mountain,1-518,0,1.20,1.20
United States,Lyon Mountain,1-518,2,5.00,5.00
United States,Pittstown,1-518,0,1.20,1.20
United States,Pittstown,1-518,2,5.00,5.00
United States,Prattsville,1-518,0,1.20,1.20
United States,Prattsville,1-518,2,5.00,5.00
United States,Schroon Lake,1-518,0,1.20,1.20
United States,Schroon Lake,1-518,2,5.00,5.00
United States,Saint Regis Falls,1-518,0,1.20,1.20
United States,Saint Regis Falls,1-518,2,5.00,5.00
Germany,Weiden in der Oberpfalz,49-961,0,1.50,1.50
Germany,Weiden in der Oberpfalz,49-961,2,5.00,5.00
Germany,Buren,49-2955,0,1.50,1.50
Germany,Buren,49-2955,2,5.00,5.00
Germany,Vilsbiburg,49-8741,0,1.50,1.50
Germany,Vilsbiburg,49-8741,2,5.00,5.00
Ecuador,Mobile,593-9,0,50.00,50.00
Ecuador,Mobile,593-9,2,52.00,52.00
Germany,Ulmen,49-2676,0,1.50,1.50
Germany,Ulmen,49-2676,2,5.00,5.00
Germany,Wildeshausen,49-4431,0,1.50,1.50
Germany,Wildeshausen,49-4431,2,5.00,5.00
Canada,Drumheller,1-825,0,1.20,1.20
Canada,Drumheller,1-825,2,5.00,5.00
Germany,Odenthal,49-2174,0,1.50,1.50
Germany,Odenthal,49-2174,2,5.00,5.00
United States,Newaygo,1-231,0,1.20,1.20
United States,Newaygo,1-231,2,5.00,5.00
Serbia,Nis,381-18,0,3.50,3.50
Serbia,Nis,381-18,2,6.00,6.00
Germany,Haren,49-5932,0,1.50,1.50
Germany,Haren,49-5932,2,5.00,5.00
Germany,Sachsenheim,49-7147,0,1.50,1.50
Germany,Sachsenheim,49-7147,2,5.00,5.00
Germany,Roding,49-9461,0,1.50,1.50
Germany,Roding,49-9461,2,5.00,5.00
Germany,Rothlein,49-9723,0,1.50,1.50
Germany,Rothlein,49-9723,2,5.00,5.00
United States,Buford,1-943,0,1.20,1.20
United States,Buford,1-943,2,5.00,5.00
Germany,Zossen,49-33769,0,1.50,1.50
Germany,Zossen,49-33769,2,5.00,5.00
Germany,Holzkirchen,49-8024,0,1.50,1.50
Germany,Holzkirchen,49-8024,2,5.00,5.00
Germany,Olching,49-8142,0,1.50,1.50
Germany,Olching,49-8142,2,5.00,5.00
Germany,Oberhausen-Rheinhausen,49-7254,0,1.50,1.50
Germany,Oberhausen-Rheinhausen,49-7254,2,5.00,5.00
Germany,Kehl,49-7851,0,1.50,1.50
Germany,Kehl,49-7851,2,5.00,5.00
Germany,Erkelenz,49-2431,0,1.50,1.50
Germany,Erkelenz,49-2431,2,5.00,5.00
Germany,Essen,49-5434,0,1.50,1.50
Germany,Essen,49-5434,2,5.00,5.00
United States,Toms River,1-848,0,1.20,1.20
United States,Toms River,1-848,2,5.00,5.00
Canada,Moosomin,1-639,0,1.20,1.20
Canada,Moosomin,1-639,2,5.00,5.00
Mexico,Guadalajara Mobile,52-33,0,8.00,8.00
Mexico,Guadalajara Mobile,52-33,2,10.00,10.00
Mexico,Monterrey Mobile,52-81,0,8.00,8.00
Mexico,Monterrey Mobile,52-81,2,10.00,10.00
United States,Anderson,1-743,0,1.20,1.20
United States,Anderson,1-743,2,5.00,5.00
United States,Annapolis,1-667,0,1.20,1.20
United States,Annapolis,1-667,2,5.00,5.00
United States,Grafton,1-681,0,1.20,1.20
United States,Grafton,1-681,2,5.00,5.00
United States,Shelbyville,1-217,0,1.20,1.20
United States,Shelbyville,1-217,2,5.00,5.00
Mexico,Cancun Mobile,52-99,0,8.00,8.00
Mexico,Cancun Mobile,52-99,2,10.00,10.00
Mexico,Tijuana Mobile,52-66,0,8.00,8.00
Mexico,Tijuana Mobile,52-66,2,10.00,10.00
United States,Willcox,1-520,0,1.20,1.20
United States,Willcox,1-520,2,5.00,5.00
United States,Tampa,1-656,0,1.20,1.20
United States,Tampa,1-656,2,5.00,5.00
United States,Cordele,1-229,0,1.20,1.20
United States,Cordele,1-229,2,5.00,5.00
United States,Madison,1-762,0,1.20,1.20
United States,Madison,1-762,2,5.00,5.00
Germany,Arendsee,49-39036,0,1.50,1.50
Germany,Arendsee,49-39036,2,5.00,5.00
Germany,Undenheim,49-6737,0,1.50,1.50
Germany,Undenheim,49-6737,2,5.00,5.00
Germany,Tegernsee,49-8022,0,1.50,1.50
Germany,Tegernsee,49-8022,2,5.00,5.00
Germany,Worms,49-6241,0,1.50,1.50
Germany,Worms,49-6241,2,5.00,5.00
Germany,Wiesloch,49-6222,0,1.50,1.50
Germany,Wiesloch,49-6222,2,5.00,5.00
New Zealand,Blenheim,64-3,0,3.50,3.50
New Zealand,Blenheim,64-3,2,5.00,5.00
Canada,Truro,1-782,0,1.20,1.20
Canada,Truro,1-782,2,5.00,5.00
Germany,Bad Kissingen,49-971,0,1.50,1.50
Germany,Bad Kissingen,49-971,2,5.00,5.00
Germany,Cologne,49-2236,0,1.50,1.50
Germany,Cologne,49-2236,2,5.00,5.00
United States,Pleasant Grove,1-801,0,1.20,1.20
United States,Pleasant Grove,1-801,2,5.00,5.00
North Macedonia,Skopje,389-25,0,3.50,3.50
North Macedonia,Skopje,389-25,2,6.00,6.00
North Macedonia,Ohrid,389-46,0,3.50,3.50
North Macedonia,Ohrid,389-46,2,6.00,6.00
Germany,Barsinghausen,49-5105,0,1.50,1.50
Germany,Barsinghausen,49-5105,2,5.00,5.00
Germany,Heusweiler,49-6806,0,1.50,1.50
Germany,Heusweiler,49-6806,2,5.00,5.00
Canada,High River,1-825,0,1.20,1.20
Canada,High River,1-825,2,5.00,5.00
Canada,Kelowna,1-236,0,1.20,1.20
Canada,Kelowna,1-236,2,5.00,5.00
Canada,Shediac,1-428,0,1.20,1.20
Canada,Shediac,1-428,2,5.00,5.00
Canada,Saskatoon,1-639,0,1.20,1.20
Canada,Saskatoon,1-639,2,5.00,5.00
Germany,Lohmar,49-2246,0,1.50,1.50
Germany,Lohmar,49-2246,2,5.00,5.00
Canada,Spruce Grove,1-825,0,1.20,1.20
Canada,Spruce Grove,1-825,2,5.00,5.00
Canada,Squamish,1-672,0,1.20,1.20
Canada,Squamish,1-672,2,5.00,5.00
Germany,Haiger,49-2771,0,1.50,1.50
Germany,Haiger,49-2771,2,5.00,5.00
Germany,Tauberbischofsheim,49-9341,0,1.50,1.50
Germany,Tauberbischofsheim,49-9341,2,5.00,5.00
Germany,Dollnstein,49-8422,0,1.50,1.50
Germany,Dollnstein,49-8422,2,5.00,5.00
Germany,Mundelsheim,49-7143,0,1.50,1.50
Germany,Mundelsheim,49-7143,2,5.00,5.00
Netherlands,Hoogezand-Sappemeer,31-598,0,1.50,1.50
Netherlands,Hoogezand-Sappemeer,31-598,2,5.00,5.00
Germany,Ingelfingen,49-7940,0,1.50,1.50
Germany,Ingelfingen,49-7940,2,5.00,5.00
Germany,Schwanau,49-7824,0,1.50,1.50
Germany,Schwanau,49-7824,2,5.00,5.00
United States,Galt,1-350,0,1.20,1.20
United States,Galt,1-350,2,5.00,5.00
Mexico,Jalpa De Mendez,52-914,0,5.00,5.00
Mexico,Jalpa De Mendez,52-914,2,8.00,8.00
Mexico,Catemaco,52-294,0,5.00,5.00
Mexico,Catemaco,52-294,2,8.00,8.00
Mexico,Cazones De Herrera,52-784,0,5.00,5.00
Mexico,Cazones De Herrera,52-784,2,8.00,8.00
Canada,Borden-Angus,1-249,0,1.20,1.20
Canada,Borden-Angus,1-249,2,5.00,5.00
Germany,Maulburg,49-7622,0,1.50,1.50
Germany,Maulburg,49-7622,2,5.00,5.00
Germany,Wiehl,49-2262,0,1.50,1.50
Germany,Wiehl,49-2262,2,5.00,5.00
Chile,Coyhaique,56-67,0,6.00,6.00
Chile,Coyhaique,56-67,2,8.00,8.00
Germany,Budelsdorf,49-4331,0,1.50,1.50
Germany,Budelsdorf,49-4331,2,5.00,5.00
United States,Jonesville,1-838,0,1.20,1.20
United States,Jonesville,1-838,2,5.00,5.00
United States,Roosevelt,1-928,0,1.20,1.20
United States,Roosevelt,1-928,2,5.00,5.00
United States,Wink,1-432,0,1.20,1.20
United States,Wink,1-432,2,5.00,5.00
United States,Mason,1-325,0,1.20,1.20
United States,Mason,1-325,2,5.00,5.00
United States,Port Isabel,1-956,0,1.20,1.20
United States,Port Isabel,1-956,2,5.00,5.00
United States,Troy,1-254,0,1.20,1.20
United States,Troy,1-254,2,5.00,5.00
United States,West,1-254,0,1.20,1.20
United States,West,1-254,2,5.00,5.00
United States,Winters,1-325,0,1.20,1.20
United States,Winters,1-325,2,5.00,5.00
United States,Angola,1-716,0,1.20,1.20
United States,Angola,1-716,2,5.00,5.00
United States,Rome,1-680,0,1.20,1.20
United States,Rome,1-680,2,5.00,5.00
United States,Macon,1-217,0,1.20,1.20
United States,Macon,1-217,2,5.00,5.00
United States,New Canton,1-217,0,1.20,1.20
United States,New Canton,1-217,2,5.00,5.00
United States,Rochester,1-217,0,1.20,1.20
United States,Rochester,1-217,2,5.00,5.00
United States,Aliquippa,1-724,0,1.20,1.20
United States,Aliquippa,1-724,2,5.00,5.00
Germany,Neuruppin,49-3391,0,1.50,1.50
Germany,Neuruppin,49-3391,2,5.00,5.00
United States,Pine Grove,1-272,0,1.20,1.20
United States,Pine Grove,1-272,2,5.00,5.00
United States,Plymouth,1-272,0,1.20,1.20
United States,Plymouth,1-272,2,5.00,5.00
United States,Beaver Springs,1-272,0,1.20,1.20
United States,Beaver Springs,1-272,2,5.00,5.00
United States,Wilkes Barre,1-570,0,1.20,1.20
United States,Wilkes Barre,1-570,2,5.00,5.00
Australia,Echuca,61-34,0,3.50,3.50
Australia,Echuca,61-34,2,5.00,5.00
Australia,Lismore,61-25,0,3.50,3.50
Australia,Lismore,61-25,2,5.00,5.00
Australia,Mildura,61-34,0,3.50,3.50
Australia,Mildura,61-34,2,5.00,5.00
United States,Shenandoah,1-272,0,1.20,1.20
United States,Shenandoah,1-272,2,5.00,5.00
Australia,Tweed Heads,61-75,0,3.50,3.50
Australia,Tweed Heads,61-75,2,5.00,5.00
Australia,Toowoomba,61-74,0,3.50,3.50
Australia,Toowoomba,61-74,2,5.00,5.00
United States,Renovo,1-272,0,1.20,1.20
United States,Renovo,1-272,2,5.00,5.00
Germany,Worth an der Donau,49-9482,0,1.50,1.50
Germany,Worth an der Donau,49-9482,2,5.00,5.00
Germany,Oberlungwitz,49-3723,0,1.50,1.50
Germany,Oberlungwitz,49-3723,2,5.00,5.00
Germany,Karlsbad,49-7202,0,1.50,1.50
Germany,Karlsbad,49-7202,2,5.00,5.00
Germany,Marxzell,49-7248,0,1.50,1.50
Germany,Marxzell,49-7248,2,5.00,5.00
Germany,Blankenhain,49-36459,0,1.50,1.50
Germany,Blankenhain,49-36459,2,5.00,5.00
Germany,Detmold,49-5231,0,1.50,1.50
Germany,Detmold,49-5231,2,5.00,5.00
Germany,Essen-Kettwig,49-2054,0,1.50,1.50
Germany,Essen-Kettwig,49-2054,2,5.00,5.00
Germany,Fahrenzhausen,49-8133,0,1.50,1.50
Germany,Fahrenzhausen,49-8133,2,5.00,5.00
Hong Kong,National,852-58,0,8.00,8.00
Hong Kong,National,852-58,2,15.00,15.00
United States,Columbus,1-531,0,1.20,1.20
United States,Columbus,1-531,2,5.00,5.00
Germany,Dreieich,49-6103,0,1.50,1.50
Germany,Dreieich,49-6103,2,5.00,5.00
United States,Norfolk,1-531,0,1.20,1.20
United States,Norfolk,1-531,2,5.00,5.00
United States,North Augusta,1-839,0,1.20,1.20
United States,North Augusta,1-839,2,5.00,5.00
Netherlands,Zaltbommel,31-418,0,1.50,1.50
Netherlands,Zaltbommel,31-418,2,5.00,5.00
Serbia,Novi Sad,381-21,0,3.50,3.50
Serbia,Novi Sad,381-21,2,6.00,6.00
Germany,Bilsen,49-4106,0,1.50,1.50
Germany,Bilsen,49-4106,2,5.00,5.00
Germany,Eschbach,49-7634,0,1.50,1.50
Germany,Eschbach,49-7634,2,5.00,5.00
Germany,Deggendorf,49-991,0,1.50,1.50
Germany,Deggendorf,49-991,2,5.00,5.00
Canada,Saint John,1-428,0,1.20,1.20
Canada,Saint John,1-428,2,5.00,5.00
Canada,Bathurst,1-428,0,1.20,1.20
Canada,Bathurst,1-428,2,5.00,5.00
Canada,Fort McMurray,1-825,0,1.20,1.20
Canada,Fort McMurray,1-825,2,5.00,5.00
Germany,Markkleeberg,49-34297,0,1.50,1.50
Germany,Markkleeberg,49-34297,2,5.00,5.00
Canada,Miramichi,1-428,0,1.20,1.20
Canada,Miramichi,1-428,2,5.00,5.00
Germany,Hettenleidelheim,49-6351,0,1.50,1.50
Germany,Hettenleidelheim,49-6351,2,5.00,5.00
Germany,Nidda,49-6043,0,1.50,1.50
Germany,Nidda,49-6043,2,5.00,5.00
United States,Aiken,1-839,0,1.20,1.20
United States,Aiken,1-839,2,5.00,5.00
Germany,Vechta,49-4441,0,1.50,1.50
Germany,Vechta,49-4441,2,5.00,5.00
Germany,Uberherrn,49-6836,0,1.50,1.50
Germany,Uberherrn,49-6836,2,5.00,5.00
Kenya,Nairobi,254-20,0,12.00,12.00
Kenya,Nairobi,254-20,2,15.00,15.00
United States,Boise,1-986,0,1.20,1.20
United States,Boise,1-986,2,5.00,5.00
United States,Burley,1-986,0,1.20,1.20
United States,Burley,1-986,2,5.00,5.00
United States,Caldwell,1-986,0,1.20,1.20
United States,Caldwell,1-986,2,5.00,5.00
Germany,Albstadt-Ebingen,49-7431,0,1.50,1.50
Germany,Albstadt-Ebingen,49-7431,2,5.00,5.00
Germany,Eningen unter Achalm,49-7121,0,1.50,1.50
Germany,Eningen unter Achalm,49-7121,2,5.00,5.00
Spain,A Coruna,34-881,0,3.50,3.50
Spain,A Coruna,34-881,2,5.00,5.00
Spain,Alacant,34-865,0,3.50,3.50
Spain,Alacant,34-865,2,5.00,5.00
Spain,Alava,34-945,0,3.50,3.50
Spain,Alava,34-945,2,5.00,5.00
Spain,Albacete,34-967,0,3.50,3.50
Spain,Albacete,34-967,2,5.00,5.00
Spain,Almeria,34-950,0,3.50,3.50
Spain,Almeria,34-950,2,5.00,5.00
Spain,Asturias,34-984,0,3.50,3.50
Spain,Asturias,34-984,2,5.00,5.00
Spain,Avila,34-920,0,3.50,3.50
Spain,Avila,34-920,2,5.00,5.00
Spain,Badajoz,34-824,0,3.50,3.50
Spain,Badajoz,34-824,2,5.00,5.00
Spain,Baleares,34-871,0,3.50,3.50
Spain,Baleares,34-871,2,5.00,5.00
Spain,Barcelona,34-93,0,3.50,3.50
Spain,Barcelona,34-93,2,5.00,5.00
Spain,Bilbao,34-946,0,3.50,3.50
Spain,Bilbao,34-946,2,5.00,5.00
Spain,Burgos,34-947,0,3.50,3.50
Spain,Burgos,34-947,2,5.00,5.00
Spain,Caceres,34-927,0,3.50,3.50
Spain,Caceres,34-927,2,5.00,5.00
Spain,Cadiz,34-856,0,3.50,3.50
Spain,Cadiz,34-856,2,5.00,5.00
Spain,Castellon,34-864,0,3.50,3.50
Spain,Castellon,34-864,2,5.00,5.00
Spain,Ciudad Real,34-926,0,3.50,3.50
Spain,Ciudad Real,34-926,2,5.00,5.00
Spain,Cordoba,34-857,0,3.50,3.50
Spain,Cordoba,34-857,2,5.00,5.00
Spain,Cuenca,34-969,0,3.50,3.50
Spain,Cuenca,34-969,2,5.00,5.00
Spain,Girona,34-872,0,3.50,3.50
Spain,Girona,34-872,2,5.00,5.00
Spain,Granada,34-858,0,3.50,3.50
Spain,Granada,34-858,2,5.00,5.00
Spain,Guadalajara,34-949,0,3.50,3.50
Spain,Guadalajara,34-949,2,5.00,5.00
Spain,Huesca,34-974,0,3.50,3.50
Spain,Huesca,34-974,2,5.00,5.00
Spain,Jaen,34-953,0,3.50,3.50
Spain,Jaen,34-953,2,5.00,5.00
Spain,Las Palmas,34-828,0,3.50,3.50
Spain,Las Palmas,34-828,2,5.00,5.00
Spain,Lleida,34-873,0,3.50,3.50
Spain,Lleida,34-873,2,5.00,5.00
Spain,Logrono,34-941,0,3.50,3.50
Spain,Logrono,34-941,2,5.00,5.00
Spain,Madrid,34-91,0,3.50,3.50
Spain,Madrid,34-91,2,5.00,5.00
Spain,Murcia,34-868,0,3.50,3.50
Spain,Murcia,34-868,2,5.00,5.00
Spain,Orense,34-988,0,3.50,3.50
Spain,Orense,34-988,2,5.00,5.00
Spain,Palencia,34-979,0,3.50,3.50
Spain,Palencia,34-979,2,5.00,5.00
Spain,Pontevedra,34-886,0,3.50,3.50
Spain,Pontevedra,34-886,2,5.00,5.00
Spain,Salamanca,34-923,0,3.50,3.50
Spain,Salamanca,34-923,2,5.00,5.00
Spain,San Sebastian,34-843,0,3.50,3.50
Spain,San Sebastian,34-843,2,5.00,5.00
Spain,Santa Cruz,34-822,0,3.50,3.50
Spain,Santa Cruz,34-822,2,5.00,5.00
Spain,Santander,34-842,0,3.50,3.50
Spain,Santander,34-842,2,5.00,5.00
Spain,Segovia,34-921,0,3.50,3.50
Spain,Segovia,34-921,2,5.00,5.00
Spain,Sevilla,34-854,0,3.50,3.50
Spain,Sevilla,34-854,2,5.00,5.00
Spain,Soria,34-975,0,3.50,3.50
Spain,Soria,34-975,2,5.00,5.00
Spain,Tarragona,34-877,0,3.50,3.50
Spain,Tarragona,34-877,2,5.00,5.00
Spain,Teruel,34-978,0,3.50,3.50
Spain,Teruel,34-978,2,5.00,5.00
Spain,Toledo,34-825,0,3.50,3.50
Spain,Toledo,34-825,2,5.00,5.00
Spain,Valencia,34-960,0,3.50,3.50
Spain,Valencia,34-960,2,5.00,5.00
Spain,Zamora,34-980,0,3.50,3.50
Spain,Zamora,34-980,2,5.00,5.00
Spain,Zaragoza,34-876,0,3.50,3.50
Spain,Zaragoza,34-876,2,5.00,5.00
Malaysia,Penang,60-4,0,15.00,15.00
Malaysia,Penang,60-4,2,20.00,20.00
Malaysia,Johor,60-7,0,15.00,15.00
Malaysia,Johor,60-7,2,20.00,20.00
Germany,Bad Wunnenberg,49-2957,0,1.50,1.50
Germany,Bad Wunnenberg,49-2957,2,5.00,5.00
Germany,Erzenhausen,49-6374,0,1.50,1.50
Germany,Erzenhausen,49-6374,2,5.00,5.00
Spain,Huelva,34-959,0,3.50,3.50
Spain,Huelva,34-959,2,5.00,5.00
Netherlands,Dieren,31-313,0,1.50,1.50
Netherlands,Dieren,31-313,2,5.00,5.00
Germany,Donauworth,49-906,0,1.50,1.50
Germany,Donauworth,49-906,2,5.00,5.00
Germany,Bitterfeld,49-3493,0,1.50,1.50
Germany,Bitterfeld,49-3493,2,5.00,5.00
Germany,Merchweiler,49-6825,0,1.50,1.50
Germany,Merchweiler,49-6825,2,5.00,5.00
Germany,Eisenach,49-3691,0,1.50,1.50
Germany,Eisenach,49-3691,2,5.00,5.00
Germany,Lilienthal,49-4298,0,1.50,1.50
Germany,Lilienthal,49-4298,2,5.00,5.00
Germany,Sinzheim,49-7223,0,1.50,1.50
Germany,Sinzheim,49-7223,2,5.00,5.00
Germany,Sogel,49-5952,0,1.50,1.50
Germany,Sogel,49-5952,2,5.00,5.00
Anguilla,National,1-264,300,33.00,33.00
Antigua and Barbuda,National,1-268,300,33.00,33.00
Germany,Ostrach,49-7585,0,1.50,1.50
Germany,Ostrach,49-7585,2,5.00,5.00
Germany,Kronberg im Taunus,49-6173,0,1.50,1.50
Germany,Kronberg im Taunus,49-6173,2,5.00,5.00
Germany,Dorsten,49-2362,0,1.50,1.50
Germany,Dorsten,49-2362,2,5.00,5.00
Germany,Schaafheim,49-6073,0,1.50,1.50
Germany,Schaafheim,49-6073,2,5.00,5.00
Germany,Buchholz in der Nordheide,49-4186,0,1.50,1.50
Germany,Buchholz in der Nordheide,49-4186,2,5.00,5.00
Hungary,Budapest,36-1,0,6.00,6.00
Hungary,Budapest,36-1,2,8.00,8.00
Australia,Mackay,61-748,0,3.50,3.50
Australia,Mackay,61-748,2,5.00,5.00
Germany,Heede,49-4963,0,1.50,1.50
Germany,Heede,49-4963,2,5.00,5.00
United States,Denver,1-983,0,1.20,1.20
United States,Denver,1-983,2,5.00,5.00
Germany,Grundau,49-6051,0,1.50,1.50
Germany,Grundau,49-6051,2,5.00,5.00
Germany,Gottmadingen,49-7731,0,1.50,1.50
Germany,Gottmadingen,49-7731,2,5.00,5.00
Germany,Kurten,49-2207,0,1.50,1.50
Germany,Kurten,49-2207,2,5.00,5.00
Netherlands,Oldenzaal,31-541,0,1.50,1.50
Netherlands,Oldenzaal,31-541,2,5.00,5.00
Brazil,Atibaia,55-11,0,3.50,3.50
Brazil,Atibaia,55-11,2,6.00,6.00
Brazil,Braganca Paulista,55-11,0,3.50,3.50
Brazil,Braganca Paulista,55-11,2,6.00,6.00
Brazil,Itu,55-11,0,3.50,3.50
Brazil,Itu,55-11,2,6.00,6.00
Brazil,Campos dos Goytacazes,55-22,0,3.50,3.50
Brazil,Campos dos Goytacazes,55-22,2,6.00,6.00
Brazil,Barbacena,55-32,0,3.50,3.50
Brazil,Barbacena,55-32,2,6.00,6.00
Brazil,Teofilo Otoni,55-33,0,3.50,3.50
Brazil,Teofilo Otoni,55-33,2,6.00,6.00
Brazil,Varginha,55-35,0,3.50,3.50
Brazil,Varginha,55-35,2,6.00,6.00
Brazil,Ilheus,55-73,0,3.50,3.50
Brazil,Ilheus,55-73,2,6.00,6.00
Brazil,Itabuna,55-73,0,3.50,3.50
Brazil,Itabuna,55-73,2,6.00,6.00
Brazil,Caruaru,55-81,0,3.50,3.50
Brazil,Caruaru,55-81,2,6.00,6.00
Germany,Sylt,49-4651,0,1.50,1.50
Germany,Sylt,49-4651,2,5.00,5.00
Germany,Seinsheim,49-9332,0,1.50,1.50
Germany,Seinsheim,49-9332,2,5.00,5.00
Germany,Spremberg,49-3563,0,1.50,1.50
Germany,Spremberg,49-3563,2,5.00,5.00
Germany,Frankfurt,49-6109,0,1.50,1.50
Germany,Frankfurt,49-6109,2,5.00,5.00
Germany,Eldingen,49-5145,0,1.50,1.50
Germany,Eldingen,49-5145,2,5.00,5.00
Germany,Pappenheim,49-9143,0,1.50,1.50
Germany,Pappenheim,49-9143,2,5.00,5.00
Germany,Idar-Oberstein,49-6781,0,1.50,1.50
Germany,Idar-Oberstein,49-6781,2,5.00,5.00
China,Shenzhen,86-755,2,20.00,20.00
China,Guangzhou,86-20,2,20.00,20.00
China,Shanghai,86-21,2,20.00,20.00
China,Beijing,86-10,2,20.00,20.00
Netherlands,Terwolde,31-571,0,1.50,1.50
Netherlands,Terwolde,31-571,2,5.00,5.00
Germany,Quickborn,49-4106,0,1.50,1.50
Germany,Quickborn,49-4106,2,5.00,5.00
Germany,Potsdam,49-33201,0,1.50,1.50
Germany,Potsdam,49-33201,2,5.00,5.00
Germany,Flieden,49-6669,0,1.50,1.50
Germany,Flieden,49-6669,2,5.00,5.00
Bahamas,National,1-242,300,33.00,33.00
Barbados,National,1-246,300,33.00,33.00
British Virgin Islands,National,1-284,300,44.00,44.00
Cayman Islands,National,1-345,300,33.00,33.00
Curacao,National,599-9,300,33.00,33.00
Dominica,National,1-767,300,33.00,33.00
Grenada,National,1-473,300,33.00,33.00
Trinidad and Tobago,National,1-868,300,33.00,33.00
Germany,Milower Land,49-33873,0,1.50,1.50
Germany,Milower Land,49-33873,2,5.00,5.00
United States,Farmington,1-947,0,1.20,1.20
United States,Farmington,1-947,2,5.00,5.00
China,Chengdu,86-28,2,20.00,20.00
Germany,Elbingerode,49-39454,0,1.50,1.50
Germany,Elbingerode,49-39454,2,5.00,5.00
Germany,Kirchdorf,49-4273,0,1.50,1.50
Germany,Kirchdorf,49-4273,2,5.00,5.00
Germany,Lenzen,49-38792,0,1.50,1.50
Germany,Lenzen,49-38792,2,5.00,5.00
Honduras,Tegucigalpa,504-22,2,35.00,35.00
Hungary,Gyor,36-96,0,6.00,6.00
Hungary,Gyor,36-96,2,8.00,8.00
Hungary,Pecs,36-72,0,6.00,6.00
Hungary,Pecs,36-72,2,8.00,8.00
Hungary,Miskolc,36-46,0,6.00,6.00
Hungary,Miskolc,36-46,2,8.00,8.00
Hungary,Szeged,36-62,0,6.00,6.00
Hungary,Szeged,36-62,2,8.00,8.00
Hungary,Debrecen,36-52,0,6.00,6.00
Hungary,Debrecen,36-52,2,8.00,8.00
Australia,Broken Hill,61-880,0,3.50,3.50
Australia,Broken Hill,61-880,2,5.00,5.00
Australia,Brisbane,61-72,0,3.50,3.50
Australia,Brisbane,61-72,2,5.00,5.00
Australia,Port Augusta,61-876,0,3.50,3.50
Australia,Port Augusta,61-876,2,5.00,5.00
Hungary,Biatorbagy,36-23,0,6.00,6.00
Hungary,Biatorbagy,36-23,2,8.00,8.00
Brazil,Teresopolis,55-21,0,3.50,3.50
Brazil,Teresopolis,55-21,2,6.00,6.00
Germany,Landsberg am Lech,49-8191,0,1.50,1.50
Germany,Landsberg am Lech,49-8191,2,5.00,5.00
Brazil,Criciuma,55-48,0,3.50,3.50
Brazil,Criciuma,55-48,2,6.00,6.00
Brazil,Porto Seguro,55-73,0,3.50,3.50
Brazil,Porto Seguro,55-73,2,6.00,6.00
Brazil,Juazeiro,55-74,0,3.50,3.50
Brazil,Juazeiro,55-74,2,6.00,6.00
Germany,Brockel,49-5144,0,1.50,1.50
Germany,Brockel,49-5144,2,5.00,5.00
Canada,Chambly,1-579,0,1.20,1.20
Canada,Chambly,1-579,2,5.00,5.00
Germany,Hausham,49-8026,0,1.50,1.50
Germany,Hausham,49-8026,2,5.00,5.00
Germany,Gersfeld,49-6654,0,1.50,1.50
Germany,Gersfeld,49-6654,2,5.00,5.00
Germany,Grimma,49-34384,0,1.50,1.50
Germany,Grimma,49-34384,2,5.00,5.00
Brazil,Guarapuava,55-42,0,3.50,3.50
Brazil,Guarapuava,55-42,2,6.00,6.00
United States,Milton,1-302,0,1.20,1.20
United States,Milton,1-302,2,5.00,5.00
Germany,Pfaffenhofen an der Glonn,49-8134,0,1.50,1.50
Germany,Pfaffenhofen an der Glonn,49-8134,2,5.00,5.00
Germany,Schoffengrund,49-6445,0,1.50,1.50
Germany,Schoffengrund,49-6445,2,5.00,5.00
Germany,Frechen,49-2234,0,1.50,1.50
Germany,Frechen,49-2234,2,5.00,5.00
